"","Year","State","type","production","Measures","Avg","Chemical","Materials","Value"
"520",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  INSECTICIDE"," (ACEQUINOCYL = 6329)",1400
"521",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  INSECTICIDE"," (ACETAMIPRID = 99050)",1200
"522",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  INSECTICIDE"," (AZADIRACHTIN = 121701)",600
"523",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  INSECTICIDE"," (BIFENAZATE = 586)",5100
"524",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  INSECTICIDE"," (BIFENTHRIN = 128825)",1100
"525",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  INSECTICIDE"," (CHLORANTRANILIPROLE = 90100)",600
"526",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  INSECTICIDE"," (CYFLUMETOFEN? 138831)",1800
"527",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  INSECTICIDE"," (FENPROPATHRIN = 127901)",1100
"528",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  INSECTICIDE"," (FENPYROXIMATE = 129131)",100
"529",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  INSECTICIDE"," (FLONICAMID = 128016)",1300
"530",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  INSECTICIDE"," (FLUPYRADIFURONE = 122304)",700
"531",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  INSECTICIDE"," (HEXYTHIAZOX = 128849)",800
"532",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  INSECTICIDE"," (IMIDACLOPRID = 129099)",4100
"533",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  INSECTICIDE"," (MALATHION = 57701)",8000
"534",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  INSECTICIDE"," (METHOXYFENOZIDE = 121027)",1000
"535",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  INSECTICIDE"," (NALED = 34401)",5000
"536",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  INSECTICIDE"," (NEEM OIL, CLAR. HYD. = 25007)",90500
"537",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  INSECTICIDE"," (NOVALURON = 124002)",1700
"538",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  INSECTICIDE"," (PYRETHRINS = 69001)",400
"539",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  INSECTICIDE"," (SPINETORAM = 110007)",800
"540",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  INSECTICIDE"," (SPINOSAD = 110003)",700
"541",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  INSECTICIDE"," (SPIROMESIFEN = 24875)",1000
"542",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  INSECTICIDE"," (THIAMETHOXAM = 60109)",400
"543",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  OTHER"," (CHLOROPICRIN = 81501)",2749500
"544",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  OTHER"," (DICHLOROPROPENE = 29001)",668000
"545",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  OTHER"," (FLUTRIAFOL = 128940)",400
"546",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  OTHER"," (REYNOUTRIA SACHALINE = 55809)",1700
"547",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  "," (NITROGEN)",10676000
"548",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  "," (PHOSPHATE)",5745000
"549",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  "," (POTASH)",10583000
"550",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  "," (SULFUR)",2637000
"551",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  FUNGICIDE"," (AZOXYSTROBIN = 128810)",0.213
"552",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  FUNGICIDE"," (BOSCALID = 128008)",0.358
"553",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  FUNGICIDE"," (CAPTAN = 81301)",1.878
"554",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  FUNGICIDE"," (CYFLUFENAMID = 555550)",0.022
"555",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  FUNGICIDE"," (CYPRODINIL = 288202)",0.32
"556",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  FUNGICIDE"," (FENHEXAMID = 90209)",0.59
"557",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  FUNGICIDE"," (FLUDIOXONIL = 71503)",0.214
"558",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  FUNGICIDE"," (FLUOPYRAM = 80302)",0.119
"559",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  FUNGICIDE"," (FLUXAPYROXAD = 138009)",0.17
"560",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  FUNGICIDE"," (MEFENOXAM = 113502)",0.488
"561",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  FUNGICIDE"," (MYCLOBUTANIL = 128857)",0.104
"562",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  FUNGICIDE"," (PENTHIOPYRAD = 90112)",0.301
"563",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  FUNGICIDE"," (POLYOXIN D ZINC SALT = 230000)",0.044
"564",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  FUNGICIDE"," (POTASSIUM BICARBON. = 73508)",2.425
"565",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  FUNGICIDE"," (PROPICONAZOLE = 122101)",0.112
"566",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  FUNGICIDE"," (PYRACLOSTROBIN = 99100)",0.171
"567",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  FUNGICIDE"," (PYRIMETHANIL = 288201)",0.628
"568",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  FUNGICIDE"," (QUINOLINE = 55459)",0.096
"569",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  FUNGICIDE"," (SULFUR = 77501)",4.865
"570",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  FUNGICIDE"," (TETRACONAZOLE = 120603)",0.038
"571",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  FUNGICIDE"," (THIOPHANATE-METHYL = 102001)",0.636
"572",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  FUNGICIDE"," (THIRAM = 79801)",2.078
"573",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  FUNGICIDE"," (TRIFLOXYSTROBIN = 129112)",0.114
"574",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  FUNGICIDE"," (TRIFLUMIZOLE = 128879)",0.241
"575",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  HERBICIDE"," (FLUMIOXAZIN = 129034)",0.096
"576",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  HERBICIDE"," (OXYFLUORFEN = 111601)",0.353
"577",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  HERBICIDE"," (PENDIMETHALIN = 108501)",1.364
"578",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  INSECTICIDE"," (ABAMECTIN = 122804)",0.019
"579",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  INSECTICIDE"," (ACEQUINOCYL = 6329)",0.297
"580",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  INSECTICIDE"," (ACETAMIPRID = 99050)",0.118
"581",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  INSECTICIDE"," (AZADIRACHTIN = 121701)",0.032
"582",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  INSECTICIDE"," (BIFENAZATE = 586)",0.49
"583",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  INSECTICIDE"," (BIFENTHRIN = 128825)",0.098
"584",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  INSECTICIDE"," (CHLORANTRANILIPROLE = 90100)",0.071
"585",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  INSECTICIDE"," (CYFLUMETOFEN? 138831)",0.179
"586",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  INSECTICIDE"," (FENPROPATHRIN = 127901)",0.286
"587",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  INSECTICIDE"," (FENPYROXIMATE = 129131)",0.105
"588",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  INSECTICIDE"," (FLONICAMID = 128016)",0.082
"589",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  INSECTICIDE"," (FLUPYRADIFURONE = 122304)",0.172
"590",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  INSECTICIDE"," (HEXYTHIAZOX = 128849)",0.181
"591",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  INSECTICIDE"," (IMIDACLOPRID = 129099)",0.5
"592",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  INSECTICIDE"," (MALATHION = 57701)",1.799
"593",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  INSECTICIDE"," (METHOXYFENOZIDE = 121027)",0.176
"594",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  INSECTICIDE"," (NALED = 34401)",0.891
"595",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  INSECTICIDE"," (NEEM OIL, CLAR. HYD. = 25007)",6.34
"596",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  INSECTICIDE"," (NOVALURON = 124002)",0.073
"597",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  INSECTICIDE"," (PYRETHRINS = 69001)",0.054
"598",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  INSECTICIDE"," (SPINETORAM = 110007)",0.069
"599",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  INSECTICIDE"," (SPINOSAD = 110003)",0.091
"600",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  INSECTICIDE"," (SPIROMESIFEN = 24875)",0.25
"601",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  INSECTICIDE"," (THIAMETHOXAM = 60109)",0.06
"602",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  OTHER"," (CHLOROPICRIN = 81501)",236.901
"603",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  OTHER"," (DICHLOROPROPENE = 29001)",83.195
"604",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  OTHER"," (FLUTRIAFOL = 128940)",0.113
"605",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  OTHER"," (REYNOUTRIA SACHALINE = 55809)",0.226
"606",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  "," (NITROGEN)",18
"607",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  "," (PHOSPHATE)",15
"608",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  "," (POTASH)",24
"609",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  "," (SULFUR)",9
"610",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  FUNGICIDE"," (AZOXYSTROBIN = 128810)",0.298
"611",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  FUNGICIDE"," (BOSCALID = 128008)",0.565
"612",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  FUNGICIDE"," (CAPTAN = 81301)",6.452
"613",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  FUNGICIDE"," (CYFLUFENAMID = 555550)",0.026
"614",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  FUNGICIDE"," (CYPRODINIL = 288202)",0.461
"615",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  FUNGICIDE"," (FENHEXAMID = 90209)",1.005
"616",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  FUNGICIDE"," (FLUDIOXONIL = 71503)",0.307
"617",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  FUNGICIDE"," (FLUOPYRAM = 80302)",0.143
"618",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  FUNGICIDE"," (FLUXAPYROXAD = 138009)",0.217
"619",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  FUNGICIDE"," (MEFENOXAM = 113502)",0.711
"620",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  FUNGICIDE"," (MYCLOBUTANIL = 128857)",0.167
"621",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  FUNGICIDE"," (PENTHIOPYRAD = 90112)",0.402
"622",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  FUNGICIDE"," (POLYOXIN D ZINC SALT = 230000)",0.05
"623",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  FUNGICIDE"," (POTASSIUM BICARBON. = 73508)",3.52
"624",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  FUNGICIDE"," (PROPICONAZOLE = 122101)",0.221
"625",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  FUNGICIDE"," (PYRACLOSTROBIN = 99100)",0.305
"626",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  FUNGICIDE"," (PYRIMETHANIL = 288201)",0.762
"627",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  FUNGICIDE"," (QUINOLINE = 55459)",0.113
"628",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  FUNGICIDE"," (SULFUR = 77501)",12.88
"629",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  FUNGICIDE"," (TETRACONAZOLE = 120603)",0.055
"630",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  FUNGICIDE"," (THIOPHANATE-METHYL = 102001)",0.827
"631",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  FUNGICIDE"," (THIRAM = 79801)",4.285
"632",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  FUNGICIDE"," (TRIFLOXYSTROBIN = 129112)",0.148
"633",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  FUNGICIDE"," (TRIFLUMIZOLE = 128879)",0.396
"634",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  HERBICIDE"," (FLUMIOXAZIN = 129034)",0.105
"635",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  HERBICIDE"," (OXYFLUORFEN = 111601)",0.355
"636",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  HERBICIDE"," (PENDIMETHALIN = 108501)",1.944
"637",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (ABAMECTIN = 122804)",0.027
"638",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (ACEQUINOCYL = 6329)",0.364
"639",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (ACETAMIPRID = 99050)",0.165
"640",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (AZADIRACHTIN = 121701)",0.06
"641",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (BIFENAZATE = 586)",0.645
"642",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (BIFENTHRIN = 128825)",0.163
"643",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (CHLORANTRANILIPROLE = 90100)",0.084
"644",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (CYFLUMETOFEN? 138831)",0.24
"645",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (FENPROPATHRIN = 127901)",0.397
"646",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (FENPYROXIMATE = 129131)",0.128
"647",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (FLONICAMID = 128016)",0.105
"648",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (FLUPYRADIFURONE = 122304)",0.234
"649",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (HEXYTHIAZOX = 128849)",0.212
"650",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (IMIDACLOPRID = 129099)",0.63
"651",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (MALATHION = 57701)",3.062
"652",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (METHOXYFENOZIDE = 121027)",0.214
"653",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (NALED = 34401)",1.091
"654",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (NEEM OIL, CLAR. HYD. = 25007)",10.762
"655",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (NOVALURON = 124002)",0.119
"656",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (PYRETHRINS = 69001)",0.137
"657",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (SPINETORAM = 110007)",0.083
"658",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (SPINOSAD = 110003)",0.104
"659",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (SPIROMESIFEN = 24875)",0.319
"660",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (THIAMETHOXAM = 60109)",0.086
"661",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  OTHER"," (CHLOROPICRIN = 81501)",256.687
"662",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  OTHER"," (DICHLOROPROPENE = 29001)",85.17
"663",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  OTHER"," (FLUTRIAFOL = 128940)",0.129
"664",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  OTHER"," (REYNOUTRIA SACHALINE = 55809)",0.307
"665",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  "," (NITROGEN)",307
"666",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  "," (PHOSPHATE)",172
"667",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  "," (POTASH)",315
"668",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  "," (SULFUR)",91
"669",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  FUNGICIDE"," (AZOXYSTROBIN = 128810)",1.4
"670",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  FUNGICIDE"," (BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482)",1.5
"671",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  FUNGICIDE"," (BACILLUS SUBTILIS = 6479)",2.4
"672",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  FUNGICIDE"," (BOSCALID = 128008)",1.6
"673",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  FUNGICIDE"," (CAPTAN = 81301)",3.4
"674",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  FUNGICIDE"," (CYFLUFENAMID = 555550)",1.2
"675",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  FUNGICIDE"," (CYPRODINIL = 288202)",1.4
"676",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  FUNGICIDE"," (FENHEXAMID = 90209)",1.7
"677",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  FUNGICIDE"," (FLUDIOXONIL = 71503)",1.4
"678",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  FUNGICIDE"," (FLUOPYRAM = 80302)",1.2
"679",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  FUNGICIDE"," (FLUXAPYROXAD = 138009)",1.3
"680",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  FUNGICIDE"," (MEFENOXAM = 113502)",1.5
"681",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  FUNGICIDE"," (MYCLOBUTANIL = 128857)",1.6
"682",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  FUNGICIDE"," (PENTHIOPYRAD = 90112)",1.3
"683",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  FUNGICIDE"," (POLYOXIN D ZINC SALT = 230000)",1.1
